LoadTime,IterationTime
221.6116190476191,1789.1800952380952
2.2205999999999997,1576.4380999999998
50.858999999999995,1579.9142499999998
2.21515,1559.4154000000003
54.2256,1608.7916500000001
2.1803,1549.0293999999997
2.2721,1548.88055
82.07215000000001,1625.6281999999997
2.3323,1561.4538500000003
40.93535,1596.4935500000004
2.3261499999999997,1550.7019
2.1550000000000002,1550.4664500000001
40.40165,1586.7422000000001
2.28585,1552.4225999999999
7.826100000000001,1567.8349500000002
