LoadTime,IterationTime
242.59033333333338,1489.363619047619
2.2998999999999996,1268.5959499999997
2.3194000000000004,1242.6409500000004
82.48325,1309.3772000000001
2.3282499999999997,1247.8961999999997
2.19335,1251.49575
72.9992,1306.9865500000003
2.21675,1234.6829000000002
2.3297999999999996,1237.3593
122.62469999999996,1358.2093
2.3517,1247.56655
2.3176499999999995,1248.5135999999998
76.29450000000001,1312.4894
2.2424500000000003,1237.6123
2.3231500000000005,1237.0979500000003
