LoadTime,IterationTime
223.23504761904755,1471.6189047619048
2.1752499999999992,1272.8689499999996
2.2436500000000006,1242.34805
81.31164999999996,1309.23125
2.1515499999999994,1242.874
2.2546500000000007,1249.3058500000002
71.55040000000001,1305.9020999999998
2.2373999999999996,1234.74255
2.1913,1240.9849500000003
104.09160000000004,1339.88135
2.2075,1241.1164
2.0740499999999997,1246.8932
72.61245000000002,1312.0597000000002
2.1357999999999997,1239.5364000000002
2.2633500000000004,1239.8024499999997
